,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
10545,3470000,5,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,185,5-10,3,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10546,1900000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,65,0 (Yeni),5,Boş,,1,1.0,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10547,3600000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,190,0 (Yeni),3,Boş,,2,,,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi
10548,2750000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,11-15,4,Boş,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10549,2600000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,3,4,Boş,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10550,3450000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,165,0 (Yeni),4,Mülk Sahibi Oturuyor,,2,1.0,2.0,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10551,3200000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Evet,115,2,3,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Mavigöl Mahallesi
10552,2500000,3,4,Kombi Doğalgaz,Krediye Uygun Değil,,Müstakil Tapulu,Boş,Hayır,95,0 (Yeni),6,Boş,,1,,,İstanbul,Arnavutköy,Hastane Mahallesi
10553,3180000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10554,1850000,3,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,125,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10556,1700000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,85,11-15,1,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Hadımköy Mahallesi
10557,3550000,5,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Evet,180,0 (Yeni),4,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Taşoluk Mahallesi
10558,3650000,5,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,180,0 (Yeni),4,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Taşoluk Mahallesi
10559,2425000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,3,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10560,2750000,3,3,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Hadımköy Mahallesi
10561,3750000,4,3,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,140,0 (Yeni),5,Boş,,2,,,İstanbul,Arnavutköy,Hadımköy Mahallesi
10562,3600000,3,1,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,70,0 (Yeni),3,Boş,,1,,,İstanbul,Arnavutköy,Bolluca Mahallesi
10563,3100000,2,1,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,59,0 (Yeni),3,Boş,,1,,,İstanbul,Arnavutköy,Bolluca Mahallesi
10564,2900000,3,2,Kombi Doğalgaz,,Sıfır,,Boş,Hayır,85,2,6,Kiracı Oturuyor,,1,1.0,1.0,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10565,3350000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Mavigöl Mahallesi
10566,2520000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,110,0 (Yeni),4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10567,1685000,3,0,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,92,4,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10568,2050000,2,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,55,0 (Yeni),3,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10569,3350000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10570,1875000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10571,2150000,3,-2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10572,1990000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10573,2000000,3,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,0 (Yeni),3,Boş,,2,,,İstanbul,Arnavutköy,Nenehatun Mahallesi
10574,2790000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),3,Boş,,1,,,İstanbul,Arnavutköy,Bolluca Mahallesi
10575,1350000,2,1,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,70,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10576,2200000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,125,1,4,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,İslambey Mahallesi
10577,1950000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,4,3,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Atatürk Mahallesi
10578,2850000,4,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,120,0 (Yeni),4,Boş,Yatırıma Uygun,1,1.0,2.0,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10579,3100000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Evet,130,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Adnan Menderes Mahallesi
10580,3240000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,0 (Yeni),5,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10581,4250000,6,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,0 (Yeni),4,Boş,,3,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10582,2250000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,110,11-15,4,Boş,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10583,2275000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Evet,95,16-20,5,Mülk Sahibi Oturuyor,,1,1.0,2.0,İstanbul,Arnavutköy,Hadımköy Mahallesi
10584,3700000,5,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,170,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10585,2300000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,5-10,4,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10586,4250000,4,6,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,149,0 (Yeni),11,Boş,,2,,,İstanbul,Arnavutköy,Deliklikaya Mahallesi
10587,2850000,5,4,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,180,3,4,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10588,3250000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Evet,100,11-15,3,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi
10589,2520000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,80,0 (Yeni),5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10590,3275000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,0 (Yeni),3,Boş,,2,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10591,4450000,7,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,0 (Yeni),3,Boş,,3,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10592,2800000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,106,5-10,3,Kiracı Oturuyor,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Bolluca Mahallesi
10593,2200000,3,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,110,0 (Yeni),4,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10594,2350000,2,7,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Evet,80,0 (Yeni),8,Boş,,1,1.0,,İstanbul,Arnavutköy,Deliklikaya Mahallesi
10595,2650000,6,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,180,5-10,4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10596,2750000,3,0,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,85,4,6,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10597,2325000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,100,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,2.0,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10598,2750000,3,3,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,100,4,4,Kiracı Oturuyor,Yatırıma Uygun,2,2.0,,İstanbul,Arnavutköy,Boğazköy İstiklal Mahallesi
10599,2400000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10600,2100000,3,0,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,85,11-15,3,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Taşoluk Mahallesi
10601,1200000,3,0,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,100,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10602,2200000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,100,5-10,5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10603,2430000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,100,4,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10604,3500000,4,12,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,150,5-10,12,Boş,Yatırıma Uygun,2,,2.0,İstanbul,Arnavutköy,Hadımköy Mahallesi
10605,1848000,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,115,5-10,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10606,4000000,5,4,Kombi Doğalgaz,,,,,Hayır,180,3,4,Mülk Sahibi Oturuyor,,3,,,İstanbul,Arnavutköy,Hadımköy Mahallesi
10607,2350000,4,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,135,5-10,5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10608,2000000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10609,2600000,4,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Boş,Hayır,130,3,3,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10610,1600000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,5-10,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10611,2300000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,4,3,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10612,2650000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,11-15,4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10613,5050000,5,3,Kombi Doğalgaz,Krediye Uygun,Sıfır,,,Hayır,180,0 (Yeni),3,Boş,,2,,2.0,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10614,1550000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,0 (Yeni),2,Boş,,1,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10615,3750000,7,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,190,0 (Yeni),5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10616,2750000,4,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,115,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10617,2750000,4,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,115,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10618,2200000,4,0,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,100,0 (Yeni),5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Yunus Emre Mahallesi
10619,3700000,7,5,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,180,0 (Yeni),5,Boş,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10620,2900000,4,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,120,0 (Yeni),5,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10621,1850000,5,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,140,5-10,3,Kiracı Oturuyor,,2,,,İstanbul,Arnavutköy,Bolluca Mahallesi
10622,1700000,3,3,Doğalgaz Sobalı,Krediye Uygun Değil,,,,Hayır,130,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Arnavutköy,Bolluca Mahallesi
10623,1900000,3,-1,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,100,4,4,Boş,,1,2.0,1.0,İstanbul,Arnavutköy,Haraççı Mahallesi
10624,1625000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,4,4,Boş,,1,,,İstanbul,Arnavutköy,Haraççı Mahallesi
10625,3175000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,180,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10626,1320000,2,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,60,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10627,2500000,2,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,55,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10628,3450000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,120,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10629,3650000,5,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,190,0 (Yeni),5,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10630,2750000,4,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,115,0 (Yeni),5,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10631,3350000,7,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,3,5,Mülk Sahibi Oturuyor,,2,2.0,,İstanbul,Arnavutköy,İslambey Mahallesi
10632,1920000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,85,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10633,3700000,3,0,Sobalı,Krediye Uygun Değil,,,Boş,Hayır,600,5-10,1,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Tayakadın Mahallesi
10634,1751000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,,Hayır,85,4,5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Bolluca Mahallesi
10635,1450000,3,1,Kombi Doğalgaz,,,,,Evet,95,0 (Yeni),1,Boş,,1,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10636,2695000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10637,1150000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,,,,Hayır,85,5-10,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Haraççı Mahallesi
10638,3550000,6,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,220,5-10,2,Kiracı Oturuyor,,2,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10639,1950000,3,10,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Evet,75,16-20,10,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Arnavutköy,Hadımköy Mahallesi
10640,5000000,4,7,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,180,0 (Yeni),8,Boş,,2,,,İstanbul,Arnavutköy,Deliklikaya Mahallesi
10641,1680000,3,8,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Evet,75,11-15,10,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Hadımköy Mahallesi
10642,4600000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,200,5-10,3,Mülk Sahibi Oturuyor,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10643,3695000,6,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,200,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10644,2300000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,125,11-15,3,Boş,,2,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10645,2225000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,130,3,3,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Haraççı Mahallesi
10646,1899000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,100,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10647,2400000,3,7,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,95,11-15,12,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Ömerli Mahallesi
10648,1700000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,11-15,5,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Karlıbayır Mahallesi
10649,3115000,4,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,125,5-10,4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10650,2150000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10651,3250000,5,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,175,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10652,2700000,6,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,200,0 (Yeni),3,Boş,Yatırıma Uygun,2,3.0,3.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10653,2350000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,95,0 (Yeni),3,Boş,Yatırıma Uygun,1,1.0,2.0,İstanbul,Arnavutköy,Haraççı Mahallesi
10654,2150000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,95,0 (Yeni),3,Boş,Yatırıma Uygun,1,1.0,2.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10655,3450000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,200,0 (Yeni),3,Boş,,2,,,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi
10656,2150000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10657,2550000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,0 (Yeni),3,Boş,,1,,,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi
10658,2450000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,180,0 (Yeni),4,Kiracı Oturuyor,Yatırıma Uygun,2,2.0,2.0,İstanbul,Arnavutköy,Nenehatun Mahallesi
10659,2420000,3,-1,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,95,2,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Boğazköy İstiklal Mahallesi
10660,2500000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,90,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Arnavutköy,Bolluca Mahallesi
10661,2850000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,105,4,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Nenehatun Mahallesi
10662,3900000,6,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,180,0 (Yeni),4,Boş,,2,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10663,2100000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,102,4,4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10664,1100000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,95,4,5,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10665,2350000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,90,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Taşoluk Mahallesi
10666,2650000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,105,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10667,2299000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,105,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,İslambey Mahallesi
10668,2300000,5,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,200,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,3.0,2.0,İstanbul,Arnavutköy,Hastane Mahallesi
10669,4150000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Evet,135,5-10,10,Mülk Sahibi Oturuyor,,1,,,İstanbul,Arnavutköy,Ömerli Mahallesi
10670,1555000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,129,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Arnavutköy,Anadolu Mahallesi
10671,2350000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,11-15,5,Boş,,1,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10672,2120000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,0 (Yeni),4,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10673,1810000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,85,5-10,4,Boş,,1,,,İstanbul,Arnavutköy,İslambey Mahallesi
10674,4600000,4,2,Doğalgaz Sobalı,Krediye Uygun,,,Boş,Evet,130,11-15,2,Boş,,2,,,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mahallesi
10675,3100000,3,1,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,Boş,Evet,100,11-15,3,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,2.0,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mahallesi
10676,2150000,3,3,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,95,0 (Yeni),5,Boş,,1,,,İstanbul,Arnavutköy,Anadolu Mahallesi
10677,2600000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,95,4,3,Kiracı Oturuyor,,1,,,İstanbul,Arnavutköy,Hicret Mahallesi
10678,3970000,6,4,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat İrtifakı,Boş,Hayır,230,0 (Yeni),5,Boş,Yatırıma Uygun,2,1.0,1.0,İstanbul,Arnavutköy,İslambey Mahallesi
10679,3500000,7,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,5-10,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Arnavutköy,Arnavutköy Merkez Mahallesi
10680,2250000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,95,4,4,Boş,,1,,,İstanbul,Arnavutköy,Haraççı Mahallesi
